genome_name	ncbi_acc
PRJNA279279_0128	GCA_001899635.1
PRJNA279279_0129	GCA_001724455.1
PRJNA279279_0130	GCA_001724485.1
PRJNA279279_0131	GCA_001896955.1
PRJNA279279_0132	GCA_001897285.1
PRJNA279279_0133	GCA_001724915.1
PRJNA279279_0134	GCA_001899235.1
PRJNA279279_0135	GCA_001724505.1
PRJNA279279_0136	GCA_001898925.1
PRJNA279279_0137	GCA_001725345.1
PRJNA279279_0138	GCA_001725355.1
PRJNA279279_0139	GCA_001898935.1
PRJNA279279_0140	GCA_001724935.1
PRJNA279279_0141	GCA_001725755.1
PRJNA279279_0142	GCA_001899225.1
PRJNA279279_0143	GCA_001724535.1
PRJNA279279_0144	GCA_001724555.1
PRJNA279279_0145	GCA_001725405.1
PRJNA279279_0146	GCA_001724575.1
PRJNA279279_0147	GCA_001724955.1
PRJNA279279_0148	GCA_001725395.1
PRJNA279279_0149	GCA_001724985.1
PRJNA279279_0150	GCA_001724605.1
PRJNA279279_0151	GCA_001898385.1
PRJNA279279_0152	GCA_001724615.1
PRJNA279279_0153	GCA_001899645.1
PRJNA279279_0154	GCA_001725125.1
PRJNA279279_0155	GCA_001724645.1
PRJNA279279_0156	GCA_001725415.1
PRJNA279279_0157	GCA_001724265.1
PRJNA279279_0158	GCA_001898965.1
PRJNA279279_0159	GCA_001899255.1
PRJNA279279_0160	GCA_001898995.1
PRJNA279279_0161	GCA_001897115.1
PRJNA279279_0162	GCA_001899285.1
PRJNA279279_0163	GCA_001896885.1
PRJNA279279_0164	GCA_001899525.1
PRJNA279279_0165	GCA_001897005.1
PRJNA279279_0166	GCA_001899545.1
PRJNA279279_0167	GCA_001896825.1
PRJNA279279_0168	GCA_001898415.1
PRJNA279279_0169	GCA_001899565.1
PRJNA279279_0170	GCA_001725445.1
PRJNA279279_0171	GCA_001725765.1
PRJNA279279_0172	GCA_001724655.1
PRJNA279279_0173	GCA_001725485.1
PRJNA279279_0174	GCA_001725465.1
PRJNA279279_0175	GCA_001898985.1
PRJNA279279_0176	GCA_001898425.1
PRJNA279279_0177	GCA_001899585.1
PRJNA279279_0178	GCA_001724675.1
PRJNA279279_0179	GCA_001725505.1
PRJNA279279_0180	GCA_001724995.1
PRJNA279279_0181	GCA_001898065.1
PRJNA279279_0182	GCA_001897355.1
PRJNA279279_0183	GCA_001898095.1
PRJNA279279_0184	GCA_001898465.1
PRJNA279279_0185	GCA_001899605.1
PRJNA279279_0186	GCA_001896965.1
PRJNA279279_0187	GCA_001899685.1
PRJNA279279_0188	GCA_001898405.1
PRJNA279279_0189	GCA_001898485.1
PRJNA279279_0190	GCA_001898495.1
PRJNA279279_0191	GCA_001898505.1
PRJNA279279_0192	GCA_001724695.1
PRJNA279279_0193	GCA_001899705.1
PRJNA279279_0194	GCA_001899715.1
PRJNA279279_0195	GCA_001725025.1
PRJNA279279_0196	GCA_001898545.1
PRJNA279279_0197	GCA_001897045.1
PRJNA279279_0198	GCA_001897375.1
PRJNA279279_0199	GCA_001899725.1
PRJNA279279_0200	GCA_001724715.1
PRJNA279279_0201	GCA_001898555.1
PRJNA279279_0202	GCA_001725095.1
PRJNA279279_0203	GCA_001898575.1
PRJNA279279_0204	GCA_001899865.1
PRJNA279279_0205	GCA_001899305.1
PRJNA279279_0206	GCA_001899765.1
PRJNA279279_0207	GCA_001897675.1
PRJNA279279_0208	GCA_001897685.1
PRJNA279279_0209	GCA_001899775.1
PRJNA279279_0210	GCA_001897705.1
PRJNA279279_0211	GCA_001725615.1
PRJNA279279_0212	GCA_001724735.1
PRJNA279279_0213	GCA_001725135.1
PRJNA279279_0214	GCA_001725555.1
PRJNA279279_0215	GCA_001725535.1
PRJNA279279_0216	GCA_001724775.1
PRJNA279279_0217	GCA_001725525.1
PRJNA279279_0218	GCA_001725585.1
PRJNA279279_0219	GCA_001899795.1
PRJNA279279_0220	GCA_001725775.1
PRJNA279279_0221	GCA_001725035.1
PRJNA279279_0222	GCA_001897195.1
PRJNA279279_0223	GCA_001725055.1
PRJNA279279_0224	GCA_001725645.1
PRJNA279279_0225	GCA_001725595.1
PRJNA279279_0226	GCA_001725155.1
PRJNA279279_0227	GCA_001725175.1
PRJNA279279_0228	GCA_001899855.1
PRJNA279279_0229	GCA_001899805.1
PRJNA279279_0230	GCA_001899845.1
PRJNA279279_0231	GCA_001725715.1
PRJNA279279_0232	GCA_001724515.1
