genome_name	ncbi_acc
PRJNA362212_0407	GCA_003645165.1
PRJNA362212_0408	GCA_003646415.1
PRJNA362212_0409	GCA_003646405.1
PRJNA362212_0410	GCA_003646355.1
PRJNA362212_0411	GCA_003646345.1
PRJNA362212_0412	GCA_003646295.1
PRJNA362212_0413	GCA_003646305.1
PRJNA362212_0414	GCA_003646285.1
PRJNA362212_0415	GCA_003646175.1
PRJNA362212_0416	GCA_003646255.1
PRJNA362212_0417	GCA_003646245.1
PRJNA362212_0418	GCA_003646205.1
PRJNA362212_0419	GCA_003646155.1
PRJNA362212_0420	GCA_003646195.1
PRJNA362212_0421	GCA_003646135.1
PRJNA362212_0422	GCA_003646115.1
PRJNA362212_0423	GCA_002049845.1
PRJNA362212_0424	GCA_003661465.1
PRJNA362212_0425	GCA_002085085.1
PRJNA362212_0426	GCA_003644845.1
PRJNA362212_0427	GCA_003644835.1
PRJNA362212_0428	GCA_002084615.1
PRJNA362212_0429	GCA_003661195.1
PRJNA362212_0430	GCA_003661185.1
PRJNA362212_0431	GCA_003661165.1
PRJNA362212_0432	GCA_003661135.1
PRJNA362212_0433	GCA_003661125.1
PRJNA362212_0434	GCA_003661105.1
PRJNA362212_0435	GCA_003661075.1
PRJNA362212_0436	GCA_003661065.1
PRJNA362212_0437	GCA_003661045.1
PRJNA362212_0438	GCA_003661015.1
PRJNA362212_0439	GCA_003661005.1
PRJNA362212_0440	GCA_002255135.1
PRJNA362212_0441	GCA_002254825.2
PRJNA362212_0442	GCA_003660885.1
PRJNA362212_0443	GCA_003660945.1
PRJNA362212_0444	GCA_003660925.1
PRJNA362212_0445	GCA_002050035.1
PRJNA362212_0446	GCA_002049885.1
PRJNA362212_0447	GCA_002084585.1
PRJNA362212_0448	GCA_003644335.1
PRJNA362212_0449	GCA_003644295.1
PRJNA362212_0450	GCA_003644265.1
PRJNA362212_0451	GCA_003644275.1
PRJNA362212_0452	GCA_003644235.1
PRJNA362212_0453	GCA_003644205.1
PRJNA362212_0454	GCA_003644215.1
PRJNA362212_0455	GCA_003644155.1
PRJNA362212_0456	GCA_003644175.1
PRJNA362212_0457	GCA_003644325.1
PRJNA362212_0458	GCA_003645725.1
PRJNA362212_0459	GCA_002084605.1
PRJNA362212_0460	GCA_002084505.1
PRJNA362212_0461	GCA_002084805.1
PRJNA362212_0462	GCA_002084785.1
PRJNA362212_0463	GCA_003641715.1
PRJNA362212_0464	GCA_003641675.1
PRJNA362212_0465	GCA_003641695.1
PRJNA362212_0466	GCA_003644145.1
PRJNA362212_0467	GCA_003644085.1
PRJNA362212_0468	GCA_003644105.1
PRJNA362212_0469	GCA_003644095.1
PRJNA362212_0470	GCA_003645685.1
PRJNA362212_0471	GCA_003645695.1
PRJNA362212_0472	GCA_003645655.1
PRJNA362212_0473	GCA_003645645.1
PRJNA362212_0474	GCA_003644035.1
PRJNA362212_0475	GCA_002084435.1
PRJNA362212_0476	GCA_003660635.1
PRJNA362212_0477	GCA_003660685.1
PRJNA362212_0478	GCA_003660805.1
PRJNA362212_0479	GCA_003660665.1
PRJNA362212_0480	GCA_003660785.1
PRJNA362212_0481	GCA_003660725.1
PRJNA362212_0482	GCA_003660695.1
PRJNA362212_0483	GCA_003660745.1
PRJNA362212_0484	GCA_003660755.1
PRJNA362212_0485	GCA_002255105.1
PRJNA362212_0486	GCA_003660625.1
PRJNA362212_0487	GCA_003660565.1
PRJNA362212_0488	GCA_003660555.1
PRJNA362212_0489	GCA_003660605.1
PRJNA362212_0490	GCA_003660545.1
PRJNA362212_0491	GCA_003660485.1
PRJNA362212_0492	GCA_003660495.1
PRJNA362212_0493	GCA_003660515.1
PRJNA362212_0494	GCA_003663685.1
PRJNA362212_0495	GCA_003663695.1
PRJNA362212_0496	GCA_003663535.1
PRJNA362212_0497	GCA_003663525.1
PRJNA362212_0498	GCA_003663505.1
PRJNA362212_0499	GCA_003650075.1
PRJNA362212_0500	GCA_003650065.1
PRJNA362212_0501	GCA_003645605.1
PRJNA362212_0502	GCA_003641605.1
PRJNA362212_0503	GCA_003644025.1
PRJNA362212_0504	GCA_003641595.1
PRJNA362212_0505	GCA_003641645.1
PRJNA362212_0506	GCA_002254595.1
PRJNA362212_0507	GCA_002254645.1
PRJNA362212_0508	GCA_002254905.1
PRJNA362212_0509	GCA_003663665.1
PRJNA362212_0510	GCA_003663645.1
PRJNA362212_0511	GCA_003663625.1
PRJNA362212_0512	GCA_003663595.1
PRJNA362212_0513	GCA_003663585.1
PRJNA362212_0514	GCA_003663565.1
PRJNA362212_0515	GCA_003651145.1
PRJNA362212_0516	GCA_003651155.1
PRJNA362212_0517	GCA_003651085.1
PRJNA362212_0518	GCA_003651095.1
PRJNA362212_0519	GCA_003651105.1
PRJNA362212_0520	GCA_003651025.1
PRJNA362212_0521	GCA_003651045.1
PRJNA362212_0522	GCA_003651035.1
PRJNA362212_0523	GCA_003650965.1
PRJNA362212_0524	GCA_003650975.1
PRJNA362212_0525	GCA_003650985.1
PRJNA362212_0526	GCA_003650935.1
PRJNA362212_0527	GCA_003650025.1
PRJNA362212_0528	GCA_003650035.1
PRJNA362212_0529	GCA_003650005.1
PRJNA362212_0530	GCA_003649965.1
PRJNA362212_0531	GCA_003649945.1
PRJNA362212_0532	GCA_003649955.1
PRJNA362212_0533	GCA_003649915.1
PRJNA362212_0534	GCA_003649895.1
PRJNA362212_0535	GCA_003649885.1
PRJNA362212_0536	GCA_003649825.1
PRJNA362212_0537	GCA_003649845.1
PRJNA362212_0538	GCA_003649765.1
PRJNA362212_0539	GCA_003649835.1
PRJNA362212_0540	GCA_003649785.1
PRJNA362212_0541	GCA_003649775.1
PRJNA362212_0542	GCA_003649745.1
PRJNA362212_0543	GCA_003649695.1
PRJNA362212_0544	GCA_003649715.1
PRJNA362212_0545	GCA_002254485.1
PRJNA362212_0546	GCA_002254765.1
PRJNA362212_0547	GCA_002254385.1
PRJNA362212_0548	GCA_002254885.1
PRJNA362212_0549	GCA_003649685.1
PRJNA362212_0550	GCA_003649665.1
PRJNA362212_0551	GCA_003649625.1
PRJNA362212_0552	GCA_003649605.1
PRJNA362212_0553	GCA_003649615.1
