genome_name	ncbi_acc
PRJEB21624_0534	GCA_900314425.1
PRJEB21624_0535	GCA_900314275.1
PRJEB21624_0536	GCA_900314265.1
PRJEB21624_0537	GCA_900314255.1
PRJEB21624_0538	GCA_900314295.1
PRJEB21624_0539	GCA_900314205.1
PRJEB21624_0540	GCA_900314155.1
PRJEB21624_0541	GCA_900314065.1
PRJEB21624_0542	GCA_900314055.1
PRJEB21624_0543	GCA_900314045.1
PRJEB21624_0544	GCA_900314105.1
PRJEB21624_0545	GCA_900314095.1
PRJEB21624_0546	GCA_900314085.1
PRJEB21624_0547	GCA_900315405.1
PRJEB21624_0548	GCA_900315445.1
PRJEB21624_0549	GCA_900315495.1
PRJEB21624_0550	GCA_900315415.1
PRJEB21624_0551	GCA_900315505.1
PRJEB21624_0552	GCA_900315055.1
PRJEB21624_0553	GCA_900314445.1
PRJEB21624_0554	GCA_900318375.1
PRJEB21624_0555	GCA_900316775.1
PRJEB21624_0556	GCA_900321575.1
PRJEB21624_0557	GCA_900321255.1
PRJEB21624_0558	GCA_900321125.1
PRJEB21624_0559	GCA_900320855.1
PRJEB21624_0560	GCA_900320225.1
PRJEB21624_0561	GCA_900320095.1
PRJEB21624_0562	GCA_900321995.1
PRJEB21624_0563	GCA_900320955.1
PRJEB21624_0564	GCA_900320515.1
PRJEB21624_0565	GCA_900319985.1
PRJEB21624_0566	GCA_900319875.1
PRJEB21624_0567	GCA_900319535.1
PRJEB21624_0568	GCA_900318035.1
PRJEB21624_0569	GCA_900317865.1
PRJEB21624_0570	GCA_900317075.1
PRJEB21624_0571	GCA_900316895.1
PRJEB21624_0572	GCA_900316635.1
PRJEB21624_0573	GCA_900316425.1
PRJEB21624_0574	GCA_900314545.1
PRJEB21624_0575	GCA_900314695.1
PRJEB21624_0576	GCA_900314615.1
PRJEB21624_0577	GCA_900314635.1
PRJEB21624_0578	GCA_900314605.1
PRJEB21624_0579	GCA_900315655.1
PRJEB21624_0580	GCA_900315355.1
