genome_name	ncbi_acc
PRJNA449266_0065	GCA_003224085.1
PRJNA449266_0066	GCA_003224075.1
PRJNA449266_0067	GCA_003224055.1
PRJNA449266_0068	GCA_003224015.1
PRJNA449266_0069	GCA_003224025.1
PRJNA449266_0070	GCA_003223925.1
PRJNA449266_0071	GCA_003223975.1
PRJNA449266_0072	GCA_003223995.1
PRJNA449266_0073	GCA_003223935.1
PRJNA449266_0074	GCA_003223915.1
PRJNA449266_0075	GCA_003223875.1
PRJNA449266_0076	GCA_003223895.1
PRJNA449266_0077	GCA_003223855.1
PRJNA449266_0078	GCA_003223835.1
PRJNA449266_0079	GCA_003223815.1
PRJNA449266_0080	GCA_003223785.1
PRJNA449266_0081	GCA_003223775.1
PRJNA449266_0082	GCA_003223755.1
PRJNA449266_0083	GCA_003223735.1
PRJNA449266_0084	GCA_003223695.1
PRJNA449266_0085	GCA_003223675.1
PRJNA449266_0086	GCA_003223715.1
PRJNA449266_0087	GCA_003223635.1
PRJNA449266_0088	GCA_003223645.1
PRJNA449266_0089	GCA_003223615.1
PRJNA449266_0090	GCA_003223595.1
PRJNA449266_0091	GCA_003223575.1
PRJNA449266_0092	GCA_003223555.1
PRJNA449266_0093	GCA_003223535.1
PRJNA449266_0094	GCA_003223325.1
PRJNA449266_0095	GCA_003223315.1
PRJNA449266_0096	GCA_003223295.1
PRJNA449266_0097	GCA_003223225.1
PRJNA449266_0098	GCA_003223345.1
PRJNA449266_0099	GCA_003223255.1
PRJNA449266_0100	GCA_003223245.1
PRJNA449266_0101	GCA_003223215.1
PRJNA449266_0102	GCA_003223195.1
PRJNA449266_0103	GCA_003223145.1
PRJNA449266_0104	GCA_003223165.1
PRJNA449266_0105	GCA_003223115.1
PRJNA449266_0106	GCA_003223135.1
PRJNA449266_0107	GCA_003223075.1
PRJNA449266_0108	GCA_003223065.1
PRJNA449266_0109	GCA_003223045.1
PRJNA449266_0110	GCA_003223015.1
PRJNA449266_0111	GCA_003223025.1
PRJNA449266_0112	GCA_003222995.1
PRJNA449266_0113	GCA_003222935.1
PRJNA449266_0114	GCA_003222975.1
PRJNA449266_0115	GCA_003222945.1
PRJNA449266_0116	GCA_003222915.1
PRJNA449266_0117	GCA_003222895.1
PRJNA449266_0118	GCA_003222855.1
PRJNA449266_0119	GCA_003222845.1
PRJNA449266_0120	GCA_003222835.1
PRJNA449266_0121	GCA_003222755.1
PRJNA449266_0122	GCA_003222775.1
PRJNA449266_0123	GCA_003222765.1
PRJNA449266_0124	GCA_003222735.1
PRJNA449266_0125	GCA_003222695.1
PRJNA449266_0126	GCA_003222685.1
PRJNA449266_0127	GCA_003222655.1
PRJNA449266_0128	GCA_003222675.1
PRJNA449266_0129	GCA_003222635.1
PRJNA449266_0130	GCA_003222595.1
PRJNA449266_0131	GCA_003222585.1
PRJNA449266_0132	GCA_003222575.1
PRJNA449266_0133	GCA_003222555.1
PRJNA449266_0134	GCA_003222535.1
PRJNA449266_0135	GCA_003222475.1
PRJNA449266_0136	GCA_003222505.1
PRJNA449266_0137	GCA_003222455.1
PRJNA449266_0138	GCA_003222465.1
PRJNA449266_0139	GCA_003222435.1
PRJNA449266_0140	GCA_003222375.1
PRJNA449266_0141	GCA_003222385.1
PRJNA449266_0142	GCA_003222285.1
PRJNA449266_0143	GCA_003222395.1
PRJNA449266_0144	GCA_003222355.1
PRJNA449266_0145	GCA_003222295.1
PRJNA449266_0146	GCA_003222275.1
PRJNA449266_0147	GCA_003222305.1
PRJNA449266_0148	GCA_003222815.1
PRJNA449266_0149	GCA_003225655.1
PRJNA449266_0150	GCA_003223515.1
PRJNA449266_0151	GCA_003222245.1
PRJNA449266_0152	GCA_003221695.1
PRJNA449266_0153	GCA_003221675.1
PRJNA449266_0154	GCA_003221655.1
PRJNA449266_0155	GCA_003221635.1
PRJNA449266_0156	GCA_003221615.1
PRJNA449266_0157	GCA_003221595.1
PRJNA449266_0158	GCA_003221555.1
PRJNA449266_0159	GCA_003221575.1
PRJNA449266_0160	GCA_003221495.1
PRJNA449266_0161	GCA_003221505.1
PRJNA449266_0162	GCA_003221515.1
PRJNA449266_0163	GCA_003221475.1
PRJNA449266_0164	GCA_003221455.1
PRJNA449266_0165	GCA_003221435.1
PRJNA449266_0166	GCA_003221715.1
PRJNA449266_0167	GCA_003220725.1
PRJNA449266_0168	GCA_003220675.1
PRJNA449266_0169	GCA_003220655.1
PRJNA449266_0170	GCA_003220685.1
PRJNA449266_0171	GCA_003220615.1
PRJNA449266_0172	GCA_003220605.1
PRJNA449266_0173	GCA_003220595.1
PRJNA449266_0174	GCA_003220575.1
PRJNA449266_0175	GCA_003220535.1
PRJNA449266_0176	GCA_003220515.1
PRJNA449266_0177	GCA_003220525.1
PRJNA449266_0178	GCA_003220495.1
PRJNA449266_0179	GCA_003220425.1
PRJNA449266_0180	GCA_003220475.1
PRJNA449266_0181	GCA_003220415.1
PRJNA449266_0182	GCA_003220435.1
PRJNA449266_0183	GCA_003220385.1
PRJNA449266_0184	GCA_003220345.1
PRJNA449266_0185	GCA_003220335.1
PRJNA449266_0186	GCA_003220365.1
PRJNA449266_0187	GCA_003220255.1
PRJNA449266_0188	GCA_003220315.1
PRJNA449266_0189	GCA_003220275.1
PRJNA449266_0190	GCA_003220265.1
PRJNA449266_0191	GCA_003220225.1
PRJNA449266_0192	GCA_003220195.1
PRJNA449266_0193	GCA_003220735.1
PRJNA449266_0194	GCA_003220715.1
PRJNA449266_0195	GCA_003223495.1
PRJNA449266_0196	GCA_003223415.1
PRJNA449266_0197	GCA_003223475.1
PRJNA449266_0198	GCA_003223455.1
PRJNA449266_0199	GCA_003223425.1
PRJNA449266_0200	GCA_003223375.1
PRJNA449266_0201	GCA_003223395.1
PRJNA449266_0202	GCA_003221725.1
PRJNA449266_0203	GCA_003221075.1
PRJNA449266_0204	GCA_003221085.1
PRJNA449266_0205	GCA_003222205.1
PRJNA449266_0206	GCA_003222195.1
PRJNA449266_0207	GCA_003222175.1
PRJNA449266_0208	GCA_003222155.1
PRJNA449266_0209	GCA_003222065.1
PRJNA449266_0210	GCA_003222135.1
PRJNA449266_0211	GCA_003222115.1
PRJNA449266_0212	GCA_003222085.1
PRJNA449266_0213	GCA_003222055.1
PRJNA449266_0214	GCA_003222035.1
PRJNA449266_0215	GCA_003221975.1
PRJNA449266_0216	GCA_003221985.1
PRJNA449266_0217	GCA_003221995.1
PRJNA449266_0218	GCA_003221885.1
PRJNA449266_0219	GCA_003221955.1
PRJNA449266_0220	GCA_003221875.1
PRJNA449266_0221	GCA_003221895.1
PRJNA449266_0222	GCA_003221915.1
PRJNA449266_0223	GCA_003221795.1
PRJNA449266_0224	GCA_003221825.1
PRJNA449266_0225	GCA_003221855.1
PRJNA449266_0226	GCA_003221805.1
PRJNA449266_0227	GCA_003221765.1
PRJNA449266_0228	GCA_003221755.1
PRJNA449266_0229	GCA_003222235.1
PRJNA449266_0230	GCA_003220755.1
PRJNA449266_0231	GCA_003220805.1
PRJNA449266_0232	GCA_003220795.1
PRJNA449266_0233	GCA_003221045.1
PRJNA449266_0234	GCA_003221035.1
PRJNA449266_0235	GCA_003221005.1
PRJNA449266_0236	GCA_003220985.1
PRJNA449266_0237	GCA_003220975.1
PRJNA449266_0238	GCA_003220935.1
PRJNA449266_0239	GCA_003220955.1
PRJNA449266_0240	GCA_003220885.1
PRJNA449266_0241	GCA_003220905.1
PRJNA449266_0242	GCA_003220875.1
PRJNA449266_0243	GCA_003220855.1
PRJNA449266_0244	GCA_003220835.1
PRJNA449266_0245	GCA_003219765.1
PRJNA449266_0246	GCA_003219735.1
PRJNA449266_0247	GCA_003219725.1
PRJNA449266_0248	GCA_003219675.1
PRJNA449266_0249	GCA_003219695.1
PRJNA449266_0250	GCA_003219615.1
PRJNA449266_0251	GCA_003219645.1
PRJNA449266_0252	GCA_003219625.1
PRJNA449266_0253	GCA_003219535.1
PRJNA449266_0254	GCA_003219585.1
PRJNA449266_0255	GCA_003219555.1
PRJNA449266_0256	GCA_003219545.1
PRJNA449266_0257	GCA_003219515.1
PRJNA449266_0258	GCA_003219455.1
PRJNA449266_0259	GCA_003219495.1
PRJNA449266_0260	GCA_003219465.1
PRJNA449266_0261	GCA_003219435.1
PRJNA449266_0262	GCA_003219415.1
PRJNA449266_0263	GCA_003219395.1
PRJNA449266_0264	GCA_003219345.1
PRJNA449266_0265	GCA_003219355.1
PRJNA449266_0266	GCA_003219335.1
PRJNA449266_0267	GCA_003219305.1
PRJNA449266_0268	GCA_003219295.1
PRJNA449266_0269	GCA_003219255.1
PRJNA449266_0270	GCA_003219265.1
PRJNA449266_0271	GCA_003219215.1
PRJNA449266_0272	GCA_003219225.1
PRJNA449266_0273	GCA_003219195.1
PRJNA449266_0274	GCA_003219155.1
PRJNA449266_0275	GCA_003219175.1
PRJNA449266_0276	GCA_003219125.1
PRJNA449266_0277	GCA_003219115.1
PRJNA449266_0278	GCA_003219095.1
PRJNA449266_0279	GCA_003219075.1
PRJNA449266_0280	GCA_003219055.1
PRJNA449266_0281	GCA_003219035.1
PRJNA449266_0282	GCA_003219005.1
PRJNA449266_0283	GCA_003218995.1
PRJNA449266_0284	GCA_003218945.1
PRJNA449266_0285	GCA_003218975.1
PRJNA449266_0286	GCA_003218935.1
PRJNA449266_0287	GCA_003218915.1
PRJNA449266_0288	GCA_003218885.1
PRJNA449266_0289	GCA_003218875.1
PRJNA449266_0290	GCA_003218855.1
PRJNA449266_0291	GCA_003218835.1
PRJNA449266_0292	GCA_003218775.1
PRJNA449266_0293	GCA_003218815.1
PRJNA449266_0294	GCA_003218785.1
PRJNA449266_0295	GCA_003218755.1
PRJNA449266_0296	GCA_003218735.1
PRJNA449266_0297	GCA_003218675.1
PRJNA449266_0298	GCA_003218705.1
PRJNA449266_0299	GCA_003218685.1
PRJNA449266_0300	GCA_003218655.1
PRJNA449266_0301	GCA_003218605.1
PRJNA449266_0302	GCA_003218615.1
PRJNA449266_0303	GCA_003218595.1
PRJNA449266_0304	GCA_003218575.1
PRJNA449266_0305	GCA_003218525.1
PRJNA449266_0306	GCA_003218535.1
PRJNA449266_0307	GCA_003218515.1
PRJNA449266_0308	GCA_003218405.1
PRJNA449266_0309	GCA_003218495.1
PRJNA449266_0310	GCA_003218475.1
PRJNA449266_0311	GCA_003218445.1
PRJNA449266_0312	GCA_003218395.1
PRJNA449266_0313	GCA_003218415.1
PRJNA449266_0314	GCA_003218335.1
PRJNA449266_0315	GCA_003218345.1
PRJNA449266_0316	GCA_003218295.1
PRJNA449266_0317	GCA_003218375.1
PRJNA449266_0318	GCA_003218305.1
PRJNA449266_0319	GCA_003218265.1
PRJNA449266_0320	GCA_003218255.1
PRJNA449266_0321	GCA_003218235.1
PRJNA449266_0322	GCA_003218215.1
PRJNA449266_0323	GCA_003218175.1
PRJNA449266_0324	GCA_003218155.1
PRJNA449266_0325	GCA_003218165.1
PRJNA449266_0326	GCA_003218135.1
PRJNA449266_0327	GCA_003218115.1
PRJNA449266_0328	GCA_003218075.1
PRJNA449266_0329	GCA_003218085.1
PRJNA449266_0330	GCA_003218045.1
PRJNA449266_0331	GCA_003218035.1
PRJNA449266_0332	GCA_003218015.1
PRJNA449266_0333	GCA_003217995.1
PRJNA449266_0334	GCA_003217945.1
PRJNA449266_0335	GCA_003217965.1
PRJNA449266_0336	GCA_003217925.1
PRJNA449266_0337	GCA_003217915.1
PRJNA449266_0338	GCA_003217895.1
PRJNA449266_0339	GCA_003217875.1
PRJNA449266_0340	GCA_003217815.1
PRJNA449266_0341	GCA_003217805.1
PRJNA449266_0342	GCA_003217835.1
PRJNA449266_0343	GCA_003217795.1
PRJNA449266_0344	GCA_003221095.1
PRJNA449266_0345	GCA_003221405.1
PRJNA449266_0346	GCA_003221395.1
PRJNA449266_0347	GCA_003221375.1
PRJNA449266_0348	GCA_003221355.1
PRJNA449266_0349	GCA_003221335.1
PRJNA449266_0350	GCA_003221315.1
PRJNA449266_0351	GCA_003221295.1
PRJNA449266_0352	GCA_003221275.1
PRJNA449266_0353	GCA_003221255.1
PRJNA449266_0354	GCA_003221235.1
PRJNA449266_0355	GCA_003221215.1
PRJNA449266_0356	GCA_003221195.1
PRJNA449266_0357	GCA_003221175.1
PRJNA449266_0358	GCA_003221145.1
PRJNA449266_0359	GCA_003221135.1
PRJNA449266_0360	GCA_003220175.1
PRJNA449266_0361	GCA_003220155.1
PRJNA449266_0362	GCA_003220135.1
PRJNA449266_0363	GCA_003220095.1
PRJNA449266_0364	GCA_003220075.1
PRJNA449266_0365	GCA_003220085.1
PRJNA449266_0366	GCA_003220055.1
PRJNA449266_0367	GCA_003220035.1
PRJNA449266_0368	GCA_003219995.1
PRJNA449266_0369	GCA_003220005.1
PRJNA449266_0370	GCA_003219975.1
PRJNA449266_0371	GCA_003219945.1
PRJNA449266_0372	GCA_003219915.1
PRJNA449266_0373	GCA_003219925.1
PRJNA449266_0374	GCA_003219895.1
PRJNA449266_0375	GCA_003219855.1
PRJNA449266_0376	GCA_003219845.1
PRJNA449266_0377	GCA_003219835.1
PRJNA449266_0378	GCA_003219715.1
PRJNA449266_0379	GCA_003220215.1
